Name,Price,Comments_Volume,Sentiment_Index,Date,Timestamp,Timedelta,Date_Dashed,Date_Dotted
Wusthof Classic 6-Piece Steak Knife Set,334.5,77,0.13,20180529,1527552000,20180529,2018-05-29,
"Wusthof Classic High Carbon Steel Knife Paring Knife, 3.5 Inch",49.95,50,0.34,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic Tomato Knife 4109-7,59.95,22,0.21,20180529,1527552000,20180529,2018-05-29,
Wusthof Gourmet 7 Piece Barbecue Set with Blade Guard 8906-1,299.95,5,0.38,20180529,1527552000,20180529,2018-05-29,
Wusthof Gourmet 4-1/2-Inch Utility Knife,24.93,90,0.29,20180529,1527552000,20180529,2018-05-29,
Wüsthof Epicure 8 Inch Chef's Knife,179,9,0.50,20180529,1527552000,20180529,2018-05-29,
Wusthof 3-stage PEtec Electric Knife Sharpener (Black & Stainless Steel),149.95,42,0.11,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic Ikon Creme 7-piece Walnut Knife Block Set,379.95,39,0.27,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic 6-Inch Flexible Boning Knife,119.9,75,0.27,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic Ikon 3-1/2-Inch Paring Knife,59.95,82,0.21,20180529,1527552000,20180529,2018-05-29,
Tri-Stone Sharpener,49.95,85,0.21,20180529,1527552000,20180529,2018-05-29,
Wusthof Gourmet 4-Piece Steak Knife Set,59.95,228,0.24,20180529,1527552000,20180529,2018-05-29,
Wusthof 7372/8Cordura 8-Pocket Knife Carrying Roll,29.95,79,0.20,20180529,1527552000,20180529,2018-05-29,
"Wusthof Classic 3pc Paring Knife Set - Extra Wide, Standard & Serrated",139.95,16,0.38,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic 10-Inch Bread Knife,103.02,141,0.20,20180529,1527552000,20180529,2018-05-29,
"Wusthof Stainless Steel Personal Care Nail Scissors, 3.5 Inch",29.95,14,0.24,20180529,1527552000,20180529,2018-05-29,
"Wusthof Classic Ikon Chef's Set, 3 piece",259.95,8,0.42,20180529,1527552000,20180529,2018-05-29,
Wusthof blade guard 8-Inch Chef's Knife,16.99,261,0.13,20180529,1527552000,20180529,2018-05-29,
"Wusthof-Trident 4855-7 Pro Series 9"" Off-Set Bread Knife",26.95,9,0.28,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic 9 Piece In Drawer Knife Set 8677,399.95,1,0.00,20180529,1527552000,20180529,2018-05-29,
Dalstrong Knife Set Block - Gladiator Series Colossal Knife Set - German HC Steel - 18 Pc - Walnut Stand,399.77,58,0.24,20180529,1527552000,20180529,2018-05-29,
"Wusthof Classic Ikon 4-Piece Steak Set, Black",297.91,28,0.23,20180529,1527552000,20180529,2018-05-29,
Wüsthof Classic Paring Knife Classic,49.95,172,0.21,20180529,1527552000,20180529,2018-05-29,
Wusthof Gourmet 7-inch Hollow Edge Santoku Knife,49.95,21,0.38,20180529,1527552000,20180529,2018-05-29,
"Wusthof 9291 Chef's Knife Set, Silver",98.85,7,0.22,20180529,1527552000,20180529,2018-05-29,
Wüsthof - Wide In-Drawer 14 Slot Storage Tray (8008),49.95,328,0.19,20180529,1527552000,20180529,2018-05-29,
"Wusthof Unisex Gourmet 8"" Vegetable Knife Black",69.95,96,0.28,20180529,1527552000,20180529,2018-05-29,
Wusthof Gourmet 8-Inch Cook's Knife,69.81,120,0.19,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic 16-piece Acacia Knife Block Set,869.95,51,0.24,20180529,1527552000,20180529,2018-05-29,
"Wusthof 8"" Santoku Hollow Edge Classic, Black",129.85,21,0.28,20180529,1527552000,20180529,2018-05-29,
Wusthof Ikon 8-Inch Cook's Knife with Blackwood Handle,219.95,18,0.41,20180529,1527552000,20180529,2018-05-29,
"Wusthof 8347 Classic Ikon 7 piece Knife Block Set, Black",359.95,30,0.16,20180529,1527552000,20180529,2018-05-29,
"Wüsthof - Two Piece Chef Set- 3 1/2"" Paring Knife and 6"" Cook's Knife",139.95,139,0.24,20180529,1527552000,20180529,2018-05-29,
Wüsthof Knife Sharpener - 2-Stage,19.95,8,0.52,20180529,1527552000,20180529,2018-05-29,
"Wusthof 9 Inch Double Serrated Bread Knife Classic, Black",119.89,67,0.22,20180529,1527552000,20180529,2018-05-29,
Wüsthof Gourmet 14-Piece Deluxe Knife Block Set (Cherry Block),259.95,136,0.13,20180529,1527552000,20180529,2018-05-29,
"Wüsthof Classic Cleaver - 6""",75.64,44,0.19,20180529,1527552000,20180529,2018-05-29,
"Wusthof PEtec Electric Sharpener, Gray",179.95,136,0.12,20180529,1527552000,20180529,2018-05-29,
"Wusthof 17 Slot Storage Block, Walnut",49.95,125,0.28,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic 9-Piece Cutlery Set with Storage Block,387.89,5,0.41,20180529,1527552000,20180529,2018-05-29,
Wusthof Epicure 6” Chef’s Knife 3982-7/16,99.95,3,0.39,20180529,1527552000,20180529,2018-05-29,
Wusthof 5pc Stainless Steel BBQ Set,99.95,1,0.50,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic 6” Curved Boning Knife 4610-7/16,109.95,12,0.31,20180529,1527552000,20180529,2018-05-29,
"Wusthof Stainless Steel Personal Care Cuticle Nippers, 4 Inch",49.95,10,0.31,20180529,1527552000,20180529,2018-05-29,
Wusthof 4686-7/18 Classic 7-inch New Forged Chinese Cleaver,199.95,12,0.21,20180529,1527552000,20180529,2018-05-29,
Wusthof Grand Prix II Black 9 Piece Chef's Roll Kit,279.95,35,0.19,20180529,1527552000,20180529,2018-05-29,
"Wusthof - Gourmet 3"" Spear Point Paring Knife",13.95,203,0.18,20180529,1527552000,20180529,2018-05-29,
Wusthof Grand Prix II 9 Inch Fillet Knife with Leather Sheath,79.95,6,0.44,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic 10-Inch Super Slicer,99.95,23,0.09,20180529,1527552000,20180529,2018-05-29,
"Wusthof 4850-7 High Carbon Stainless Steel PRO 2.5"" Peeling Knife",12.53,1,0.44,20180529,1527552000,20180529,2018-05-29,
Wusthof Gourmet 12 Piece Block Set 9312,179.95,153,0.11,20180529,1527552000,20180529,2018-05-29,
Wusthof Gourmet 14” Hollow Edge Brisket Slicing Knife 4519-1/36-100,129.95,34,0.31,20180529,1527552000,20180529,2018-05-29,
Wusthof Stainless Steel Satin Finish 3.5 Inch Slanted Tweezers,18.95,4,0.45,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic 8-Inch Straight Meat Fork,129.95,2,0.23,20180529,1527552000,20180529,2018-05-29,
Wusthof Culinar 7-piece Black Slim Knife Block Set,399.95,26,0.29,20180529,1527552000,20180529,2018-05-29,
Wusthof Chef's Backpack with Knife Insert,99.95,25,0.34,20180529,1527552000,20180529,2018-05-29,
"Wusthof Classic Ikon 7-Inch Fillet With Sheath, Black",159.95,40,0.16,20180529,1527552000,20180529,2018-05-29,
Wusthof Le Cordon Bleu 8 inch Hollow Ground Cooks Chef Knife,99.95,8,0.16,20180529,1527552000,20180529,2018-05-29,
"Wusthof-Trident 4862-7/20 Pro Series 8"" Chef Knife",29.95,14,0.61,20180529,1527552000,20180529,2018-05-29,
"Wusthof Classic Serrated Deli Breakfast Knife, 8 inch",69.95,21,0.38,20180529,1527552000,20180529,2018-05-29,
Wusthof In-Drawer 7-Slot Knife Storage Tray,29.95,205,0.22,20180529,1527552000,20180529,2018-05-29,
Wusthof Gourmet 3-Piece Paring Knife Set,39.95,245,0.07,20180529,1527552000,20180529,2018-05-29,
17 Slot Knife Block Block Finish: Acacia,49.95,162,0.23,20180529,1527552000,20180529,2018-05-29,
"Wusthof Classic Ikon 10-Inch Super Slicer, Black",111.67,12,0.27,20180529,1527552000,20180529,2018-05-29,
"Wusthof 4455 10-Inch Sharpening Steel, Ceramic",49.95,41,0.13,20180529,1527552000,20180529,2018-05-29,
"Wusthof Stainless Steel 10 Piece Steak and Carving Set with Presentation Chest, Silver",89.95,50,0.25,20180529,1527552000,20180529,2018-05-29,
Wusthof Knife Block 9-slot Acacia,29.95,25,0.37,20180529,1527552000,20180529,2018-05-29,
Wusthof 2 Piece Classic Paring/Shear Set,54.95,16,0.31,20180529,1527552000,20180529,2018-05-29,
"Wusthof Gourmet 8"" Turner",79.95,1,0.17,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic 9-Inch Carving Knife,99.95,12,0.19,20180529,1527552000,20180529,2018-05-29,
Wusthof Acacia 25 Slot Mega Knife Block,79.95,16,0.22,20180529,1527552000,20180529,2018-05-29,
Wusthof-Trident Cutlery 2705 5 Piece Pro Starter Knife Set,79.95,1,0.00,20180529,1527552000,20180529,2018-05-29,
Wusthof 5558-1 Come-Apart Kitchen Shears,19.95,702,0.08,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic 3 Piece Cheese Knife Set with Bamboo Box 2103,249.95,8,0.34,20180529,1527552000,20180529,2018-05-29,
Wusthof Gourmet 5-Piece Studio Knife Set,129.94,88,0.13,20180529,1527552000,20180529,2018-05-29,
J.A. Henckels International Forged Premio 19-piece Knife Set with Cherry Block,229.95,86,0.21,20180529,1527552000,20180529,2018-05-29,
Wusthof Gourmet 7-Piece Steak-Knife Set with Wooden Block,94.95,42,0.21,20180529,1527552000,20180529,2018-05-29,
Wusthof Gourmet 2-Piece Cutlery Utility Set,19.95,110,0.23,20180529,1527552000,20180529,2018-05-29,
Wusthof Gourmet 8-Inch Serrated Bread Knife,48.99,52,0.26,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic 6-Piece Chef Knife Set,429.9,45,0.15,20180529,1527552000,20180529,2018-05-29,
"Wusthof Classic Ikon 7"" Hollow Edge Nakiri Knife",169.95,9,0.18,20180529,1527552000,20180529,2018-05-29,
Wusthof Gourmet 7-Inch Hollow-Cut Santoku Knife,49.95,52,0.32,20180529,1527552000,20180529,2018-05-29,
Wusthof Grand Prix II 7-Inch Hollow Ground Santoku Knife,79.95,79,0.16,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic Ikon 10” Sharpening Steel with Double Bolster 4468,90.67,4,0.33,20180529,1527552000,20180529,2018-05-29,
"Mercer Culinary Genesis 6-Piece Forged Knife Block Set, Tempered Glass Block",137.16,814,0.19,20180529,1527552000,20180529,2018-05-29,
"Wusthof 16pc 4.5"" Stainless Steel Steak Knife & Fork Set",54.95,4,0.58,20180529,1527552000,20180529,2018-05-29,
Wusthof Gourmet 4-Piece Steak-Knife Set,59.95,14,0.52,20180529,1527552000,20180529,2018-05-29,
Wusthof 9” Sharpening Steel with Loop 4463/23,21.95,10,0.17,20180529,1527552000,20180529,2018-05-29,
J.A. Henckels International Classic 8-Inch Stainless-Steel Chef's Knife,40.88,701,0.17,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic Ikon Creme 10-piece Bamboo Knife Block Set,599.95,6,0.20,20180529,1527552000,20180529,2018-05-29,
Wusthof Gourmet 4-1/2-Inch Steak Knife,24.95,39,0.53,20180529,1527552000,20180529,2018-05-29,
"Wusthof Classic Ikon 4-1/2-Inch Utility Knife, Black",69.9,20,0.40,20180529,1527552000,20180529,2018-05-29,
"Wusthof Classic Ikon 6-Inch Cook's Knife, Creme",89.95,4,0.56,20180529,1527552000,20180529,2018-05-29,
Wusthof 8 PC Gourmet Steak Knife Set,119.95,7,0.59,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic Ikon 14-piece Walnut Knife Block Set,999.95,8,0.18,20180529,1527552000,20180529,2018-05-29,
"Wusthof Classic Hollow Edge Nakiri Knife, 7 Inch",119.99,20,0.25,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic 5.5-inch Sandwich Knife,59.95,54,0.17,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic 10 Inch Double-Serrated Bread Knife,129.95,6,0.27,20180529,1527552000,20180529,2018-05-29,
"Wusthof Classic Ikon 5-Inch Serrated Utility Knife, Black",89.94,32,0.25,20180529,1527552000,20180529,2018-05-29,
"Wusthof Gourmet 2 Piece Spreader and Shears Set, Black 8757",19.95,27,0.22,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic Ikon 2 Piece Prep Knife Set 8606-1,199.95,27,0.30,20180529,1527552000,20180529,2018-05-29,
"Wusthof Classic Ikon 5-Inch Boning Knife, Black",119.5,22,0.33,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic 8-Inch Offset Deli Knife,61.5,32,0.32,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic Honing Steel,79.95,17,0.45,20180529,1527552000,20180529,2018-05-29,
Wusthof Gourmet 5-Inch Serrated Utility Knife,34.95,41,0.30,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic 3 Piece Essential Knife Set,109.95,2,0.17,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic 3-Inch Serrated Paring Knife,64.93,22,0.42,20180529,1527552000,20180529,2018-05-29,
Wusthof Stainless Steel 2.5 Inch Pocket Nail Clipper,34.95,11,0.41,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic Ikon Creme 7-piece Acacia Slim Knife Block Set,449.95,5,0.43,20180529,1527552000,20180529,2018-05-29,
Ikon Knife Sharpener,39.95,101,0.22,20180529,1527552000,20180529,2018-05-29,
Wusthof Acacia 13-Slot Knife Block,39.95,2,0.50,20180529,1527552000,20180529,2018-05-29,
Wusthof Gourmet 7 Piece Jumbo Studio Bamboo Knife Block Set 8940-1,179.95,8,0.15,20180529,1527552000,20180529,2018-05-29,
Wusthof Grand Prix Kitchen Shears,49.95,34,0.17,20180529,1527552000,20180529,2018-05-29,
"Wusthof Classic Ikon 5-Inch Tomato Knife, Black",89.95,32,0.23,20180529,1527552000,20180529,2018-05-29,
Wusthof Grand Prix II 10-Inch Cook's Knife,139.95,88,0.26,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic Ikon 8-inch Hollow Edge Wunder Knife (Creme),99.95,23,0.23,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic Ikon 12-Piece Block Set,599.95,3,0.46,20180529,1527552000,20180529,2018-05-29,
"Wusthof 9"" Diamond Steel, Black",29.95,66,0.14,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic Ikon Creme 6-piece Steak Knife Set with Walnut Case,399.95,6,0.45,20180529,1527552000,20180529,2018-05-29,
"Wusthof Classic Ikon  8-Inch Bread Knife, Black",139.95,37,0.26,20180529,1527552000,20180529,2018-05-29,
Wusthof 4506-7/16 Classic Ikon 6-inch Utility Knife,119.86,17,0.50,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic 10-Inch Hollow Edge Carving Knife,149,22,0.27,20180529,1527552000,20180529,2018-05-29,
Wusthof - Classic 2.75 Inch Peeling Knife,58,87,0.29,20180529,1527552000,20180529,2018-05-29,
"Wusthof 4001-7 3"" Paring Knife - Hollow Edge, Full Tang, Forged",64.95,1,0.02,20180529,1527552000,20180529,2018-05-29,
"Classic 3.5"" Serrated Paring Knife",64.95,82,0.24,20180529,1527552000,20180529,2018-05-29,
"Wusthof Classic 7-Inch Nakiri Knife with Hollow Edge, 4193/17",139.3,186,0.24,20180529,1527552000,20180529,2018-05-29,
WÜSTHOF Silverpoint Colour 2 pc Utillity Knife & Shears Kitchen Set -8500BK -Black,19.95,6,0.26,20180529,1527552000,20180529,2018-05-29,
"Wusthof Classic Deba Knife, 7"" (7-Inch (17cm) Deba)",79.95,6,0.45,20180529,1527552000,20180529,2018-05-29,
"Wüsthof - Two Piece Carving Set - 6"" Straight Meat Fork and a 8"" Carving Knife. (9704)",70.06,16,0.42,20180529,1527552000,20180529,2018-05-29,
Wusthof Black 2-Stage Pocket Knife Sharpener,7.95,74,0.19,20180529,1527552000,20180529,2018-05-29,
"Wusthof Gourmet 4 1/2"" Turner",107.38,5,0.27,20180529,1527552000,20180529,2018-05-29,
Wusthof Satin Stainless Steel 4.5 Inch Nail Nippers,69.95,3,0.64,20180529,1527552000,20180529,2018-05-29,
Zwilling J.A. Henckels Twin Signature 7-Piece Knife Set with Block,116.63,121,0.20,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic Bread Knife,129.95,21,0.29,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic Ikon 2 Piece Mini Asian Knife Set,139.95,3,0.24,20180529,1527552000,20180529,2018-05-29,
Wusthof Gourmet 5-1/2-Inch Tomato Knife,34.95,77,0.18,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic 5-Inch Cook's Knife,94.95,15,0.32,20180529,1527552000,20180529,2018-05-29,
Wusthof Gourmet 4 1/2-inch Serrated Tomato Knife,32.9,25,0.16,20180529,1527552000,20180529,2018-05-29,
"Wusthof 35 Slot Storage Block, Cherry",99.95,203,0.16,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic Ikon Creme 16-piece Walnut Knife Block Set,999.95,11,0.30,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic 8-Inch Wide Cook's Knife,149.95,22,0.12,20180529,1527552000,20180529,2018-05-29,
Wusthof Grand Prix II 7 Piece Knife Block Set,229.95,2,0.80,20180529,1527552000,20180529,2018-05-29,
Wusthof 6 Inch Personal Care Barber's Scissors,29.95,20,0.25,20180529,1527552000,20180529,2018-05-29,
"Wusthof Grand Prix II Offset Handle Serrated Deli Knife, 8-Inch",59.95,22,0.30,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic 2-3/4-Inch Trimming Knife,59,26,0.31,20180529,1527552000,20180529,2018-05-29,
Wusthof Beehive Handle High Carbon Stainless Steel 12” Honing Steel 4470/32,59.95,9,0.32,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic 10-Inch Wide Cook's Knife,217.99,25,0.22,20180529,1527552000,20180529,2018-05-29,
"Wusthof Classic Ikon 8-Inch Hollow Ground Cooks Knife, Black",169.99,19,0.42,20180529,1527552000,20180529,2018-05-29,
Wusthof Grand Prix II 7-Inch Fillet Knife,79.95,20,0.38,20180529,1527552000,20180529,2018-05-29,
"Wusthof Pro Paring Knife, 3-1/2-Inch",9.95,96,0.17,20180529,1527552000,20180529,2018-05-29,
"Wusthof Classic Ikon 2-3/4-Inch Bird's Beak Peeling Knife, Black",94.95,19,0.18,20180529,1527552000,20180529,2018-05-29,
"Wusthof Classic Ikon 16cms (6.3-Inch) Sandwich Knife, Creme",119.95,3,0.20,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic 6 inch Sandwich Knife,64.89,5,0.54,20180529,1527552000,20180529,2018-05-29,
Wusthof Grand Prix II 4-1/2-Inch Utility Knife,53.5,21,0.29,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic 4-1/2-Inch Steak Knife,69.95,23,0.29,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic 2 Piece Santoku Asian Chef's Knife Set,159.95,10,0.45,20180529,1527552000,20180529,2018-05-29,
Wusthof Pro Stainless Steel 7 Inch Fillet Knife with Sheath and Sharpener,39.95,4,0.21,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic 5-Piece Studio Knife Set,199.95,84,0.19,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic 3 Piece Starter Knife Set 9608-4,239,16,0.20,20180529,1527552000,20180529,2018-05-29,
Wusthof Ikon 9-Inch Cook's Knife with Blackwood Handle,209.85,16,0.11,20180529,1527552000,20180529,2018-05-29,
Wusthof 2-Piece Mincing Knife and Cutting Board Set,39.95,105,0.13,20180529,1527552000,20180529,2018-05-29,
Wusthof Gourmet Bread Knife - 9 in,63.03,36,0.43,20180529,1527552000,20180529,2018-05-29,
Wusthof 10 Inch Wide Diamond Sharpening Steel,69.95,3,0.11,20180529,1527552000,20180529,2018-05-29,
Wusthof Epicure 9” Slicing Knife 3922-7/23,169.95,1,0.40,20180529,1527552000,20180529,2018-05-29,
Wusthof Grand Prix II 2 Piece Prep Knife Set 8605-1,108.95,7,0.39,20180529,1527552000,20180529,2018-05-29,
Wusthof Gourmet 4.5” Steak Knife 4050-7,24.95,4,0.45,20180529,1527552000,20180529,2018-05-29,
"Wusthof Classic Ikon 2-Piece Asian Cook's Set, Black",199.5,8,0.27,20180529,1527552000,20180529,2018-05-29,
"Wusthof Classic Ikon 3-Inch Straight Paring Knife, Black",89.07,4,0.57,20180529,1527552000,20180529,2018-05-29,
"Wusthof Pro Wide Bread Knife, 10-Inch",32.95,16,0.27,20180529,1527552000,20180529,2018-05-29,
"Wusthof Classic Boning Knife, 5-Inch",109.95,5,0.48,20180529,1527552000,20180529,2018-05-29,
"Wusthof 17 Slot Knife Block, Black",49.95,111,0.19,20180529,1527552000,20180529,2018-05-29,
Wusthof Culinar 7-piece Walnut Knife Block Set,399.95,11,0.33,20180529,1527552000,20180529,2018-05-29,
"Wusthof Classic - 6"" Cleaver",99.95,2,0.90,20180529,1527552000,20180529,2018-05-29,
"Wusthof Classic 2 Piece 5"" Nakiri and 4.5"" Asian Utility Knife Set 8507",99.95,1,0.42,20180529,1527552000,20180529,2018-05-29,
Wusthof Culinary school Knife bag,89.95,17,0.32,20180529,1527552000,20180529,2018-05-29,
Wüsthof - 2 Stage Asian-Style Hand-Held Knife Sharpener (2927-7) (2),24.95,1,0.00,20180529,1527552000,20180529,2018-05-29,
Wusthof - Grand Prix II 3.5 inches Paring Knife,39.95,54,0.31,20180529,1527552000,20180529,2018-05-29,
"Wusthof Classic Ikon 6-Inch Flexible Fillet Knife, Black",129.95,10,0.44,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic 7-Inch Flexible Fillet Knife,119.95,3,0.60,20180529,1527552000,20180529,2018-05-29,
"Wusthof Classic Ikon 10-Piece Knife Set with Block, Black",649.95,7,0.33,20180529,1527552000,20180529,2018-05-29,
Wusthof Rounded Meat Tenderizer 4702,229.95,2,0.60,20180529,1527552000,20180529,2018-05-29,
Wusthof Gourmet 7 Piece Jumbo Studio Cherry Knife Block Set 8940-2,179.95,6,0.28,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic 5-Piece Professional Chef's Knife Kit,269.95,1,0.63,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic  Limited Edition 200th Anniversary 2 Piece Carbon Steel Knife Set  1814-200,199.95,13,0.38,20180529,1527552000,20180529,2018-05-29,
Wusthof Gourmet 8pc In-Drawer Knife Block / Tray Set with 2-Stage Sharpener,176.62,2,0.75,20180529,1527552000,20180529,2018-05-29,
Wusthof Gourmet 4-piece Cheese Set,114.95,2,0.63,20180529,1527552000,20180529,2018-05-29,
Wusthof Pro 6 Inch Utility Knife,24.95,3,0.40,20180529,1527552000,20180529,2018-05-29,
"Wusthof Pro Hollow Ground Roast Beef Slicer, 11-Inch",39.95,12,0.32,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic Super Glider - 8-Inch Chef's Knife,169.95,6,0.31,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic Ikon Hollow Edge Carving Set with Walnut Case,239.95,7,0.49,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic 8-Inch Carving Knife,119.9,25,0.23,20180529,1527552000,20180529,2018-05-29,
Wusthof 10-Inch Sharpening Steel,49.95,5,0.18,20180529,1527552000,20180529,2018-05-29,
Wusthof Gourmet 7-Inch Fish Fillet Knife with Leather Sheath,69.95,50,0.18,20180529,1527552000,20180529,2018-05-29,
"Classic Ikon 9"" Carving Knife",159.95,1,0.42,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic High Carbon Steel Hollow Edge 5 Inch Santoku Knife with Free Wusthof Bar Board,99.95,17,0.32,20180529,1527552000,20180529,2018-05-29,
Wusthof Epicure 3.5” Paring Knife 3966-7/09,89.95,2,0.62,20180529,1527552000,20180529,2018-05-29,
Wusthof Gourmet 7 Piece Jumbo Studio Black Knife Block Set 8940-4,179.95,9,0.24,20180529,1527552000,20180529,2018-05-29,
"Wusthof Classic - 8"" Cook's Knife w/Hollow Edge",169.95,6,0.34,20180529,1527552000,20180529,2018-05-29,
Wusthof Gourmet 6-Inch Flexible Boning Knife,59.95,21,0.44,20180529,1527552000,20180529,2018-05-29,
Wusthof Culinar 6-Piece Steak Knife Set,299.95,3,0.10,20180529,1527552000,20180529,2018-05-29,
Wusthof Ikon 4-1/2-Inch Utility Knife with Blackwood Handle,119.95,3,0.35,20180529,1527552000,20180529,2018-05-29,
"Wusthof Pro Hollow Ground Santoku Knife, 7-Inch",37.95,14,0.50,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic IKON 6 in. Hollow Edge Chef Knife,159.95,4,0.72,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic 4-piece Hollow Edge Steak Knife Set,259.95,1,0.20,20180529,1527552000,20180529,2018-05-29,
Wusthof Gourmet 18 Piece Walnut Block Knife Cutlery Set 9718-3,249.95,9,0.26,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic 4-Piece Hollow-Ground Steak-Knife Set,237.81,7,0.58,20180529,1527552000,20180529,2018-05-29,
"Wusthof Classic Flexible Boning Knife, 6-Inch",119.95,3,0.21,20180529,1527552000,20180529,2018-05-29,
Wüsthof Classic High Carbon Steel 3 Piece Chef's Knife Set,219.95,2,0.27,20180529,1527552000,20180529,2018-05-29,
Wusthof Ikon 10-Inch Sharpening Steel with Blackwood Handle,159.95,3,0.48,20180529,1527552000,20180529,2018-05-29,
Wusthof Ikon 5-Inch Boning Knife with Blackwood Handle,159.95,3,0.46,20180529,1527552000,20180529,2018-05-29,
"Gourmet Chinese Cleaver Blade Length: 7""",89.95,3,0.29,20180529,1527552000,20180529,2018-05-29,
"Wusthof Classic 3pc Starter Knife Set - 8"" Cook's, 6"" Utility & 3.5"" Paring",229.95,1,0.11,20180529,1527552000,20180529,2018-05-29,
"Wusthof Trident 4585/20 Grand Prix II Forged Cook's Knife 8"" Blade",109.95,1,0.70,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic 4-Piece Chef's Set,259.95,2,0.15,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic 9-Inch Hollow-Edge Carving Knife,129.95,2,0.53,20180529,1527552000,20180529,2018-05-29,
Wusthof Epicure 9” Chef’s Knife 3982-7/24,229.95,1,0.27,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic 8 Inch Curved Meat Fork 4411-7/20,108.08,4,0.10,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic 8 Inch Curved Meat Fork 4411-7/20,108.08,4,0.10,20180529,1527552000,20180529,2018-05-29,
Wusthof 3 Piece Blade Guard Set 8910-10,12.95,6,0.17,20180529,1527552000,20180529,2018-05-29,
Wusthof Ikon 3-1/2-Inch Paring Knife with Blackwood Handle,79.95,15,0.44,20180529,1527552000,20180529,2018-05-29,
Wusthof 7 Piece Black Wallet Manicure Set 9129,199.95,1,0.58,20180529,1527552000,20180529,2018-05-29,
"Wusthof Classic High Carbon Steel Knife Hollow Edge Cook's Knife, 6 Inch",129.95,2,0.10,20180529,1527552000,20180529,2018-05-29,
"Wusthof 4163-7/23 Bread Knife, 9"", Silver",159.89,1,0.06,20180529,1527552000,20180529,2018-05-29,
Wusthof Classic Ikon Stainless Steel Extra Wide 4 Inch Paring Knife,99.95,4,0.25,20180529,1527552000,20180529,2018-05-29,
"Wusthof Grand Prix II Boning Knife 5"" Forged High Slip Resistant (4615-7)",79.95,1,0.30,20180529,1527552000,20180529,2018-05-29,
Wusthof Ikon Blackwood Steak Knife Set 4-piece,399.95,2,0.55,20180529,1527552000,20180529,2018-05-29,
"Wusthof 4066710 4"" Paring Knife",64.95,17,0.30,20180529,1527552000,20180529,2018-05-29,
Wusthof 2 Stage Asian Edge Handheld Sharpener,19.95,22,0.08,20180529,1527552000,20180529,2018-05-29,
"Wusthof Classic Ikon Two-Piece Carving Set, Black",199.95,1,0.16,20180529,1527552000,20180529,2018-05-29,
Wusthof Red 2-Stage Pocket Knife Sharpener,5.25,6,0.40,20180529,1527552000,20180529,2018-05-29,
